Date,Day,Occasion_English,Occasion_Gujarati,Category,Cultural_Context,Visual_Mood,Priority,Message_English,Message_Gujarati,Illustration_Prompt,Palette,Style,Season,Language,Approval_Status,Version,Record_Type
2026-02-21,Saturday,International Mother Language Day,આંતરરાષ્ટ્રીય માતૃભાષા દિવસ,Language and Culture,Global,Cultural Pride,1,"Let the meaning of International Mother Language Day guide us toward responsibility, respect and thoughtful action.","આંતરરાષ્ટ્રીય માતૃભાષા દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for International Mother Language Day; cultural context: Global; mood: Cultural Pride; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Peacock Royal,Modern Editorial,Winter,EN+GU,Draft,1.0,Named Occasion
2026-02-22,Sunday,World Thinking Day,વિશ્વ વિચાર દિવસ,Youth and Values,Global,Reflection,1,"Let the meaning of World Thinking Day guide us toward responsibility, respect and thoughtful action.","વિશ્વ વિચાર દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for World Thinking Day; cultural context: Global; mood: Reflection; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Winter,EN+GU,Draft,1.0,Named Occasion
2026-02-23,Monday,Discipline Day,શિસ્ત દિવસ,Work Ethics,Indian,Determination,3,Discipline turns good intentions into steady progress.,શિસ્ત સારા ઇરાદાઓને સતત પ્રગતિમાં બદલે છે.,Premium greeting-card artwork for Discipline Day; cultural context: Indian; mood: Determination; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Winter,EN+GU,Draft,1.0,Evergreen
2026-02-24,Tuesday,Family Values Day,પરિવાર મૂલ્યો દિવસ,Family,Indian,Affection,3,"A strong family is built through time, respect and the willingness to listen.","મજબૂત પરિવાર સમય, સન્માન અને એકબીજાને સાંભળવાની તૈયારીથી બને છે.",Premium greeting-card artwork for Family Values Day; cultural context: Indian; mood: Affection; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Winter,EN+GU,Draft,1.0,Evergreen
2026-02-25,Wednesday,Service Day,સેવાનો દિવસ,Social Responsibility,Indian,Service,3,Service becomes noble when it is offered with humility rather than recognition in mind.,"સેવા ત્યારે મહાન બને છે જ્યારે તે પ્રસિદ્ધિ માટે નહીં, પરંતુ વિનમ્રતાથી કરવામાં આવે.",Premium greeting-card artwork for Service Day; cultural context: Indian; mood: Service; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Royal Saffron,Classic Heritage,Winter,EN+GU,Draft,1.0,Evergreen
2026-02-26,Thursday,Patience Day,ધીરજ દિવસ,Everyday Inspiration,Indian,Calm,3,Patience is not inaction; it is steady effort without unnecessary anxiety.,ધીરજ નિષ્ક્રિયતા નથી; તે અનાવશ્યક ચિંતા વિના સતત પ્રયત્ન છે.,Premium greeting-card artwork for Patience Day; cultural context: Indian; mood: Calm; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Spiritual Serenity,Winter,EN+GU,Draft,1.0,Evergreen
2026-02-27,Friday,Unity Day,એકતા દિવસ,Indian Values,Indian,Unity,3,Differences become strength when people work together with mutual respect.,લોકો પરસ્પર સન્માનથી સાથે કામ કરે ત્યારે ભિન્નતા શક્તિ બની જાય છે.,Premium greeting-card artwork for Unity Day; cultural context: Indian; mood: Unity; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Royal Saffron,Classic Heritage,Winter,EN+GU,Draft,1.0,Evergreen
2026-02-28,Saturday,Courage Day,હિંમત દિવસ,Everyday Inspiration,Indian,Courage,3,Courage is often a quiet decision to do what is right despite uncertainty.,હિંમત ઘણીવાર અનિશ્ચિતતા છતાં યોગ્ય કાર્ય કરવાની શાંત પસંદગી હોય છે.,Premium greeting-card artwork for Courage Day; cultural context: Indian; mood: Courage; season: Winter; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Winter,EN+GU,Draft,1.0,Evergreen
2026-03-01,Sunday,Zero Discrimination Day,શૂન્ય ભેદભાવ દિવસ,Social Values,Global,Equality,1,"Let the meaning of Zero Discrimination Day guide us toward responsibility, respect and thoughtful action.","શૂન્ય ભેદભાવ દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for Zero Discrimination Day; cultural context: Global; mood: Equality; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Modern Editorial,Spring,EN+GU,Draft,1.0,Named Occasion
2026-03-02,Monday,Purposeful Day,હેતુપૂર્ણ દિવસ,Everyday Inspiration,Indian,Purpose,3,A meaningful day begins when one clear intention guides every small action.,દરેક નાનાં કાર્યને એક સ્પષ્ટ હેતુ દિશા આપે ત્યારે દિવસ અર્થપૂર્ણ બને છે.,Premium greeting-card artwork for Purposeful Day; cultural context: Indian; mood: Purpose; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Modern Editorial,Spring,EN+GU,Draft,1.0,Evergreen
2026-03-03,Tuesday,Holi • World Wildlife Day,હોળી • વિશ્વ વન્યજીવ દિવસ,Festival and Environment,Indian,Joy,1,"Celebrate colour without losing kindness, and joy without forgetting respect for life.","રંગો ઉજવો, પરંતુ દયાને ન ગુમાવો; આનંદ માણો, પરંતુ જીવન પ્રત્યેનો સન્માન ન ભૂલો.",Premium greeting-card artwork for Holi • World Wildlife Day; cultural context: Indian; mood: Joy; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Festival Gold,Nature Canvas,Spring,EN+GU,Draft,1.0,Named Occasion
2026-03-04,Wednesday,Gratitude Day,કૃતજ્ઞતા દિવસ,Indian Values,Indian,Gratitude,3,Gratitude does not reduce ambition; it gives ambition a peaceful foundation.,કૃતજ્ઞતા મહત્ત્વાકાંક્ષાને ઘટાડતી નથી; તે તેને શાંતિપૂર્ણ આધાર આપે છે.,Premium greeting-card artwork for Gratitude Day; cultural context: Indian; mood: Gratitude; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Spring,EN+GU,Draft,1.0,Evergreen
2026-03-05,Thursday,Learning Day,શીખવાનો દિવસ,Education,Indian,Wisdom,3,Every person we meet and every difficulty we face can become a teacher.,અપણે મળતા દરેક વ્યક્તિ અને સામનો કરતી દરેક મુશ્કેલી એક શિક્ષક બની શકે છે.,Premium greeting-card artwork for Learning Day; cultural context: Indian; mood: Wisdom; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Peacock Royal,Modern Editorial,Spring,EN+GU,Draft,1.0,Evergreen
2026-03-06,Friday,Kindness Day,દયાનો દિવસ,Social Values,Indian,Compassion,3,A small act of kindness can become the part of someone's day they remember most.,દયાનો નાનો કાર્ય કોઈના દિવસની સૌથી યાદગાર ક્ષણ બની શકે છે.,Premium greeting-card artwork for Kindness Day; cultural context: Indian; mood: Compassion; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Spring,EN+GU,Draft,1.0,Evergreen
2026-03-07,Saturday,Discipline Day,શિસ્ત દિવસ,Work Ethics,Indian,Determination,3,Discipline turns good intentions into steady progress.,શિસ્ત સારા ઇરાદાઓને સતત પ્રગતિમાં બદલે છે.,Premium greeting-card artwork for Discipline Day; cultural context: Indian; mood: Determination; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Spring,EN+GU,Draft,1.0,Evergreen
