Date,Day,Occasion_English,Occasion_Gujarati,Category,Cultural_Context,Visual_Mood,Priority,Message_English,Message_Gujarati,Illustration_Prompt,Palette,Style,Season,Language,Approval_Status,Version,Record_Type,Emotion,Why_This_Day,Gujarati_Editorial_Status,Message_ID
2026-04-11,Saturday,Gratitude Day,કૃતજ્ઞતા દિવસ,Indian Values,Indian,Gratitude,3,Appreciation brings peace without reducing ambition. Notice one simple blessing before asking for more.,"જે મળ્યું છે તેની કદર કરવાથી આગળ વધવાની ઇચ્છા ઓછી થતી નથી, મન શાંત બને છે. વધુ માંગતા પહેલાં આજે મળેલી એક સારી બાબતને દિલથી યાદ કરો.",Premium greeting-card artwork for Kindness Day; cultural context: Indian; mood: Compassion; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Spring,EN+GU,Draft,1.0,Evergreen,Gratitude,"Kindness Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Natural spoken Gujarati — reviewed,EVERGREEN-063
2026-04-12,Sunday,Learning Day,શીખવાનો દિવસ,Education,Indian,Wisdom,3,A thoughtful question can open a new direction. Let a mistake become a lesson instead of a burden.,સાચો પ્રશ્ન નવી દિશાનો દરવાજો ખોલી શકે છે. ભૂલને ભાર ન બનાવો; તેને પાઠ બનાવી આગળ વધો.,Premium greeting-card artwork for Discipline Day; cultural context: Indian; mood: Determination; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Peacock Royal,Modern Editorial,Spring,EN+GU,Draft,1.0,Evergreen,Wisdom,"Discipline Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Natural spoken Gujarati — reviewed,EVERGREEN-064
2026-04-13,Monday,Kindness Day,દયાનો દિવસ,Social Values,Indian,Compassion,3,Kindness becomes meaningful when it is timely and practical. Speak today in a way that leaves the other person lighter.,સમયસર અને કામની મદદ જ દયાને સાચો અર્થ આપે છે. આજે એવી રીતે બોલો કે સામેનું મન થોડું હળવું થાય.,Premium greeting-card artwork for Family Values Day; cultural context: Indian; mood: Affection; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Spring,EN+GU,Draft,1.0,Evergreen,Compassion,"Family Values Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Natural spoken Gujarati — reviewed,EVERGREEN-065
2026-04-14,Tuesday,Ambedkar Jayanti,આંબેડકર જયંતી,National Remembrance,Indian,Justice,1,"Let the meaning of Ambedkar Jayanti guide us toward responsibility, respect and thoughtful action.","આંબેડકર જયંતીનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for Ambedkar Jayanti; cultural context: Indian; mood: Justice; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Classic Heritage,Spring,EN+GU,Draft,1.0,Named Occasion,Justice,"Ambedkar Jayanti is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Festival wording — review before final,OCCASION-2026-04-14
2026-04-15,Wednesday,Discipline Day,શિસ્ત દિવસ,Work Ethics,Indian,Determination,3,A steady routine protects important goals from changing moods. Keep one promise you made to yourself today.,મન બદલાય તો પણ સારી ટેવ લક્ષ્યને રસ્તા પર રાખે છે. આજે પોતાને આપેલું એક વચન જરૂર નિભાવો.,Premium greeting-card artwork for Patience Day; cultural context: Indian; mood: Calm; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Midnight Indigo,Modern Editorial,Spring,EN+GU,Draft,1.0,Evergreen,Determination,"Patience Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Natural spoken Gujarati — reviewed,EVERGREEN-066
2026-04-16,Thursday,Family Values Day,પરિવાર મૂલ્યો દિવસ,Family,Indian,Affection,3,Family bonds grow through ordinary moments of presence. Listen before offering a solution.,"પરિવારનો સ્નેહ મોટા પ્રસંગોથી નહીં, રોજની સાથે રહેલી ક્ષણોથી વધે છે. ઉકેલ આપતા પહેલાં તેમની વાત પૂરી સાંભળો.",Premium greeting-card artwork for Unity Day; cultural context: Indian; mood: Unity; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Lotus Pink,Royal Greeting,Spring,EN+GU,Draft,1.0,Evergreen,Affection,"Unity Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Natural spoken Gujarati — reviewed,EVERGREEN-067
2026-04-17,Friday,Service Day,સેવાનો દિવસ,Social Responsibility,Indian,Service,3,Helping others is strongest when dignity is preserved. Help in a way that respects the other person's independence.,"મદદ એવી હોવી જોઈએ કે સામેના માણસનું માન જળવાઈ રહે. મદદ કરો, પણ સામેની વ્યક્તિની સ્વતંત્રતા અને માન જાળવો.",Premium greeting-card artwork for Courage Day; cultural context: Indian; mood: Courage; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Royal Saffron,Classic Heritage,Spring,EN+GU,Draft,1.0,Evergreen,Service,"Courage Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Natural spoken Gujarati — reviewed,EVERGREEN-068
2026-04-18,Saturday,World Heritage Day,વિશ્વ વારસા દિવસ,Culture and Heritage,Global,Cultural Pride,1,"Let the meaning of World Heritage Day guide us toward responsibility, respect and thoughtful action.","વિશ્વ વારસા દિવસનો અર્થ આપણને જવાબદારી, સન્માન અને વિચારપૂર્વકના કાર્ય તરફ દોરી જાય.",Premium greeting-card artwork for World Heritage Day; cultural context: Global; mood: Cultural Pride; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Heritage Sandstone,Classic Heritage,Spring,EN+GU,Draft,1.0,Named Occasion,Cultural Pride,"World Heritage Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Festival wording — review before final,OCCASION-2026-04-18
2026-04-19,Sunday,Patience Day,ધીરજ દિવસ,Everyday Inspiration,Indian,Calm,3,Calm persistence often succeeds where hurried pressure fails. Give an important decision the time it deserves.,ઉતાવળ જ્યાં અટકી જાય છે ત્યાં શાંતિથી કરેલો સતત પ્રયત્ન જીતે છે. મહત્વના નિર્ણયને જેટલો સમય જોઈએ એટલો આપો.,Premium greeting-card artwork for Purposeful Day; cultural context: Indian; mood: Purpose; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Monsoon Green,Spiritual Serenity,Spring,EN+GU,Draft,1.0,Evergreen,Calm,"Purposeful Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Natural spoken Gujarati — reviewed,EVERGREEN-069
2026-04-20,Monday,Unity Day,એકતા દિવસ,Indian Values,Indian,Unity,3,Communities grow when people protect both identity and mutual trust. Look for the shared purpose before debating the differences.,પોતાની ઓળખ જાળવીને પણ એકબીજાનો વિશ્વાસ રાખીએ ત્યારે સમાજ મજબૂત બને છે. ભિન્નતા પર ચર્ચા કરતાં પહેલાં બંનેનો સામાન્ય હેતુ શોધો.,Premium greeting-card artwork for Character Day; cultural context: Indian; mood: Integrity; season: Spring; elegant composition with clear bilingual text space; authentic details; no text inside artwork.,Royal Saffron,Classic Heritage,Spring,EN+GU,Draft,1.0,Evergreen,Unity,"Character Day is presented in this working calendar as a day for thoughtful reflection, cultural respect and positive action.",Natural spoken Gujarati — reviewed,EVERGREEN-070
